src_mac,node_position,node_instance,timestamp_us,message_type,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,lat,lon,alt,speed_kts,heading,utc_time_year,utc_time_month,utc_time_day,utc_time_hours,utc_time_minutes,utc_time_seconds,utc_time_millis,magic,error
58:8C:81:40:BE:24,Center,1,25129830,Imu,-0.021960001,0.072712,1.0057681,-1.75,35.945,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25160620,Imu,-0.015128001,0.079056,1.003084,-1.715,34.65,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25191576,Imu,-0.008296001,0.074907996,1.038464,-1.61,39.585,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25221931,Imu,-0.0122,0.081008,0.990396,-1.61,31.57,-3.43,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25252767,Imu,-0.005612,0.078568004,1.0382199,-1.715,37.03,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25283636,Imu,-0.01708,0.082716,0.98844403,-1.645,39.725,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25314868,Imu,-0.003172,0.075396,1.031388,-1.785,37.59,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,25345823,Imu,0.042944,0.062464003,1.035536,-0.665,-1.715,-0.875,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,25376534,Imu,0.048556,0.05734,1.0235801,1.855,-1.26,-1.05,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25406864,Imu,-0.01342,0.070272006,1.030412,-1.645,40.005,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25437732,Imu,-0.016592002,0.082716,1.019188,-1.785,39.41,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25468948,Imu,-0.0039040002,0.067587994,1.04066,-1.715,40.25,-3.43,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25499876,Gps,,,,,,,43.47763533333333,-80.54600016666667,341.5,0.014,182,2026,3,8,21,33,36,0,,
58:8C:81:40:BE:24,Center,1,25507107,Imu,-0.00244,0.071248,1.05164,-1.68,39.935,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25537410,Imu,-0.010492001,0.072224,1.031388,-1.785,39.235,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25568301,Gps,,,,,,,43.47763533333333,-80.546,341.5,0.054,182,2026,3,8,21,33,36,0,,
58:8C:81:40:BE:1C,Center,0,25599276,Imu,0.041968003,0.072224,1.015528,1.785,-1.435,-0.945,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25630081,Imu,-0.013664001,0.0732,1.0345601,-1.715,38.64,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25661335,Imu,-0.011224,0.083204,1.0111359,-1.505,39.48,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25692019,Imu,-0.014152001,0.082716,1.028948,-1.715,39.935,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25723000,Imu,-0.00488,0.077836,1.019676,-1.68,38.99,-3.43,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,25754172,Imu,0.046116002,0.063928,1.020652,2.415,-0.14,-1.05,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25785367,Imu,-0.011956001,0.070760004,1.00528,-1.61,39.69,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,25816198,Imu,0.044896,0.060268,1.025532,2.8,-0.805,-0.805,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25846906,Imu,-0.008784001,0.077348,1.05896,-1.715,39.48,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25877091,Gps,,,,,,,43.4776355,-80.546,341.6,0.013,182,2026,3,8,21,33,36,0,,
58:8C:81:40:BE:24,Center,1,25908332,Imu,-0.005612,0.077592,1.05896,-1.575,36.575,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,25939074,Imu,0.033916,0.072468005,1.028948,1.015,-2.345,-0.98,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,25970254,Gps,,,,,,,43.4776355,-80.546,341.6,0.029,182,2026,3,8,21,33,36,0,,
58:8C:81:40:BE:24,Center,1,26007550,Imu,-0.0244,0.082472,0.97746396,-1.75,39.55,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,26037816,Imu,-0.009272001,0.080276,1.0638399,-1.68,39.55,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,26068534,Imu,0.017323999,-0.072712,1.0601801,-1.645,39.48,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,26099389,Imu,0.012444001,0.080032,1.0601801,-1.82,39.34,-3.64,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26130536,Imu,0.050508,0.037332002,1.012356,-2.59,-0.28,-1.05,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26161393,Imu,0.040504,0.06807601,1.017724,2.975,-0.175,-0.77,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,26192587,Imu,-0.00097600004,0.076372005,0.98039204,-1.75,35.385,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26223328,Imu,0.034892,0.084912,1.071892,2.835,-1.435,-1.085,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,26254398,Imu,0.00122,0.076372005,1.022604,-1.68,38.57,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,26285611,Gps,,,,,,,43.477635666666664,-80.54599983333334,341.6,0.048,182,2026,3,8,21,33,37,0,,
58:8C:81:40:BE:24,Center,1,26316490,Imu,-0.0017080001,0.076372005,1.029924,-1.54,36.12,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26347236,Imu,0.032208,0.072712,1.017968,1.505,-2.17,-1.19,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26377554,Imu,0.051972,0.065391995,1.0553,-0.945,-2.03,-0.875,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26408286,Imu,0.046604,0.062464003,1.015772,1.855,-0.49,-1.015,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,26438407,Imu,-0.017323999,0.077592,1.01626,-1.61,39.13,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26469486,Imu,0.029280001,0.072468005,1.1243521,-0.42,-0.665,-1.05,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,26508467,Imu,0.00854,0.072956,1.0533481,-1.75,39.62,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26538681,Imu,0.047824003,0.05002,1.0330961,-0.595,0.735,-0.91,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26569352,Imu,0.044652,0.065148,1.047492,2.835,0.49,-0.84,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,26600235,Heartbeat,,,,,,,,,,,,,,,,,,,66,
58:8C:81:40:BE:24,Center,1,26631054,Imu,-0.008052,0.071003996,1.00284,-1.645,36.33,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,26662133,Imu,-0.014640001,0.076372005,1.012112,-1.715,38.885,-3.395,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26693154,Imu,0.046848,0.064172,1.015528,0.77,-0.42,-0.98,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26724099,Imu,0.045628004,0.068564005,1.047004,0.63,-1.155,-1.12,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,26755079,Imu,-0.014396,0.080276,1.0309,-1.82,39.445,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,26786103,Gps,,,,,,,43.47763583333333,-80.54599966666666,341.6,0.035,182,2026,3,8,21,33,37,0,,
58:8C:81:40:BE:1C,Center,0,26817323,Imu,0.03904,0.055144,1.023092,0.595,-1.89,-1.19,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26848272,Imu,0.036356,0.059779998,1.019432,1.68,-0.455,-1.26,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26879056,Imu,0.049776003,0.070516,1.0457841,1.575,-1.68,-1.33,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26910283,Imu,0.049043998,0.072712,1.02724,1.575,-0.805,-0.98,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,26941165,Imu,-0.0073200003,0.076372005,1.0221161,-1.68,34.125,-3.43,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,26972121,Imu,0.041236,0.064172,1.047248,0.84,-0.98,-0.98,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,27007389,Imu,-0.015372,0.0793,1.008452,-1.61,39.27,-3.605,,,,,,,,,,,,,,
