timestamp_us,lat_synth,lon_synth,v_north_mps,v_east_mps,gps_heading_deg
1100874830,43.47768083333333,-80.54529383333333,0.0,0.0,328
1100970974,43.47768083333333,-80.54529383333333,0.0,0.0,328
1101571817,43.477681,-80.54529383333333,0.0,0.0,328
1101873063,43.477681,-80.54529383333333,0.0,0.0,328
1102174569,43.477681,-80.54529383333333,0.0,0.0,328
1102296687,43.477681,-80.54529383333333,0.0,0.0,328
1102576169,43.477681,-80.54529383333333,0.0,0.0,328
1103173405,43.477681,-80.54529366666667,0.0,0.0,328
1103297271,43.47768083333333,-80.54529366666667,0.0,0.0,328
1103872560,43.477681,-80.54529366666667,0.0,0.0,328
1104298536,43.47768083333333,-80.5452935,0.0,0.0,328
1104872469,43.47768083333333,-80.5452935,0.0,0.0,328
1105172091,43.47768083333333,-80.5452935,0.0,0.0,328
1105572321,43.47768083333333,-80.5452935,0.0,0.0,328
1105873657,43.47768083333333,-80.5452935,0.0,0.0,328
1106475888,43.47768083333333,-80.54529366666667,0.0,0.0,328
1106874300,43.477681,-80.54529383333333,0.0,0.0,328
1107871681,43.47768116666666,-80.545294,0.0,0.0,328
1108174177,43.47768116666666,-80.545294,0.0,0.0,328
1108296575,43.47768116666666,-80.545294,0.0,0.0,328
1108572443,43.47768116666666,-80.545294,0.0,0.0,328
1109173289,43.47768133333334,-80.54529416666666,0.0,0.0,328
1109477451,43.47768133333334,-80.54529433333333,0.0,0.0,328
1109874387,43.4776815,-80.54529433333333,0.0,0.0,328
1110477853,43.4776815,-80.54529433333333,0.0,0.0,328
1110571997,43.4776815,-80.54529433333333,0.0,0.0,328
1110872497,43.4776815,-80.54529433333333,0.0,0.0,328
1111173010,43.4776815,-80.54529433333333,0.0,0.0,328
1111295742,43.4776815,-80.54529433333333,0.0,0.0,328
1111571628,43.47768166666667,-80.54529433333333,0.0,0.0,328
1112172355,43.47768166666667,-80.54529433333333,0.0,0.0,328
1112296681,43.47768166666667,-80.54529433333333,0.0,0.0,328
1112873666,43.47768166666667,-80.54529433333333,0.0,0.0,328
1113171287,43.477681833333335,-80.54529433333333,0.0,0.0,328
1113572984,43.477681833333335,-80.54529416666666,0.0,0.0,328
1114172404,43.477681833333335,-80.54529433333333,0.0,0.0,328
1114296909,43.477681833333335,-80.54529433333333,0.0,0.0,328
1114473988,43.477681833333335,-80.54529433333333,0.0,0.0,328
1114570947,43.477681833333335,-80.54529433333333,0.0,0.0,328
1114874044,43.477681833333335,-80.54529433333333,0.0,0.0,328
1115175712,43.477681833333335,-80.5452945,0.0,0.0,328
1115299363,43.477682,-80.5452945,0.0,0.0,328
1115572382,43.477682,-80.5452945,0.0,0.0,328
1115871828,43.477682,-80.5452945,0.0,0.0,328
1116475076,43.477682,-80.54529466666666,0.0,0.0,328
1116572291,43.477682,-80.54529466666666,0.0,0.0,328
1116872663,43.477682,-80.54529466666666,0.0,0.0,328
1117174683,43.47768216666667,-80.54529466666666,0.0,0.0,328
1117294636,43.47768216666667,-80.54529466666666,0.0,0.0,328
1117474714,43.47768216666667,-80.54529466666666,0.0,0.0,328
1117569388,43.47768216666667,-80.54529466666666,0.0,0.0,328
1117875098,43.47768216666667,-80.54529483333333,0.0,0.0,328
1118473086,43.477682333333334,-80.54529483333333,0.0,0.0,328
1118570335,43.477682333333334,-80.54529483333333,0.0,0.0,328
1119293995,43.477682333333334,-80.545295,0.0,0.0,328
1119473718,43.477682333333334,-80.545295,0.0,0.0,328
1120472221,43.4776825,-80.54529533333333,0.0,0.0,328
1120570331,43.4776825,-80.54529533333333,0.0,0.0,328
1121377496,43.4776825,-80.54529533333333,0.0,0.0,328
1121475160,43.4776825,-80.54529533333333,0.0,0.0,328
1121871405,43.4776825,-80.54529533333333,0.0,0.0,328
1122073843,43.4776825,-80.54529533333333,0.0,0.0,328
1122172085,43.4776825,-80.54529533333333,0.0,0.0,328
1122470954,43.4776825,-80.54529533333333,0.0,0.0,328
1122872280,43.4776825,-80.54529533333333,0.0,0.0,328
1123172689,43.4776825,-80.54529533333333,0.0,0.0,328
1123473029,43.477682333333334,-80.54529533333333,0.0,0.0,328
1124171667,43.477682333333334,-80.54529516666666,0.0,0.0,328
1124872398,43.4776825,-80.54529516666666,0.0,0.0,328
1125171664,43.4776825,-80.54529516666666,0.0,0.0,328
1125294039,43.4776825,-80.54529516666666,0.0,0.0,328
1125472733,43.4776825,-80.54529516666666,0.0,0.0,328
1125779952,43.4776825,-80.54529533333333,0.0,0.0,328
1126172952,43.4776825,-80.54529533333333,0.0,0.0,328
1126471531,43.47768266666667,-80.54529533333333,0.0,0.0,328
1126869171,43.47768266666667,-80.5452955,0.0,0.0,328
1127074067,43.47768283333333,-80.54529566666666,0.0,0.0,326
1128072958,43.477685666666666,-80.54529883333333,0.0,0.0,320
1128472644,43.4776875,-80.545301,0.0,0.0,316
1128772521,43.47768933333333,-80.5453035,0.0,0.0,314
1129372726,43.477694166666666,-80.5453105,0.0,0.0,311
1129773953,43.477698,-80.54531683333333,0.0,0.0,306
1130074486,43.477701,-80.54532266666666,0.0,0.0,303
1130290773,43.477703,-80.545327,0.0,0.0,300
1130674031,43.4777065,-80.5453375,0.0,0.0,292
1130773733,43.477707333333335,-80.54534033333333,0.0,0.0,290
1131373237,43.477711166666666,-80.54536033333333,0.0,0.0,280
1131469985,43.4777115,-80.54536416666667,0.0,0.0,278
1131674937,43.477712,-80.54537216666667,0.0,0.0,274
1131772443,43.47771216666667,-80.54537616666667,0.0,0.0,272
1132289470,43.477711166666666,-80.54539833333334,0.0,0.0,262
1132374230,43.4777105,-80.54540316666667,0.0,0.0,260
1132674631,43.477707833333334,-80.54541833333333,0.0,0.0,253
1132772561,43.47770633333333,-80.54542366666666,0.0,0.0,250
1133075025,43.47770116666667,-80.54544066666666,0.0,0.0,244
1133673889,43.4776845,-80.54547533333333,0.0,0.0,231
1133772585,43.47768083333333,-80.545481,0.0,0.0,229
1134071835,43.477668666666666,-80.54549733333333,0.0,0.0,222
1134674320,43.47763716666667,-80.545526,0.0,0.0,208
1135073938,43.4776135,-80.54553883333334,0.0,0.0,198
1135975686,43.4775615,-80.54554316666666,0.0,0.0,173
1136672658,43.477523166666664,-80.54553533333333,0.0,0.0,172
1136973928,43.477507,-80.5455325,0.0,0.0,173
1137073362,43.4775015,-80.54553133333333,0.0,0.0,173
1137374620,43.47748566666667,-80.54552916666667,0.0,0.0,175
