src_mac,node_position,node_instance,timestamp_us,message_type,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,lat,lon,alt,speed_kts,heading,utc_time_year,utc_time_month,utc_time_day,utc_time_hours,utc_time_minutes,utc_time_seconds,utc_time_millis,magic,error
58:8C:81:40:BE:1C,Center,0,1248312,Imu,0.025132,0.031964,0.992836,2.31,-0.63,-1.05,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,1279246,Heartbeat,,,,,,,,,,,,,,,,,,,66,
58:8C:81:40:BE:24,Center,1,1309889,Gps,,,,,,,43.47766516666667,-80.545976,341.5,0.014,0,2026,3,8,21,30,7,0,,
58:8C:81:40:BE:1C,Center,0,1340078,Imu,0.029768,0.041724,1.074576,0.035,-0.175,-1.155,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,1371228,Imu,0.0073200003,0.031964,1.0457841,-1.645,38.745,-3.64,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,1402240,Gps,,,,,,,43.47766516666667,-80.545976,341.5,0.036,0,2026,3,8,21,30,7,0,,
58:8C:81:40:BE:1C,Center,0,1415845,Imu,0.038064,0.052948,1.010404,2.765,-0.56,-0.77,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,1446180,Imu,0.023912001,0.039528,1.0438321,-0.35,-0.525,-1.05,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,1477280,Imu,0.03904,0.039772,1.0396839,-1.925,-1.645,-1.19,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,1501414,Imu,-0.027816,0.070516,1.008208,-1.645,38.78,-3.43,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,1531760,Imu,0.00024400001,0.067099996,1.045052,-1.82,36.75,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,1562654,Imu,-0.022448,0.058804,0.987956,-1.82,38.99,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,1593441,Gps,,,,,,,43.47766516666667,-80.545976,341.5,0.012,0,2026,3,8,21,30,7,0,,
58:8C:81:40:BE:24,Center,1,1624639,Imu,-0.021228,0.080276,0.98112404,-1.715,38.57,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,1655314,Imu,-0.019276,0.075152,0.97648805,-1.785,39.375,-3.64,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,1685548,Gps,,,,,,,43.47766516666667,-80.545976,341.5,0.019,0,2026,3,8,21,30,7,0,,
58:8C:81:40:BE:24,Center,1,1716565,Imu,-0.025864,0.069052,1.026752,-1.68,30.8,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,1747342,Imu,-0.0034160002,0.063928,1.040904,-1.68,38.85,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,1777597,Imu,-0.02074,0.075396,1.010404,-1.82,38.675,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,1808528,Imu,0.039772,0.060756,1.0282161,0.385,-2.485,-0.91,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,1839743,Imu,-0.022691999,0.067832,0.981856,-1.715,39.13,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,1870573,Imu,0.026352001,0.045383997,1.0538361,0.105,-0.805,-0.91,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,1901266,Imu,0.0244,0.044164002,1.036512,0.56,-1.015,-0.84,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,1931484,Imu,0.027328001,0.034404,1.051152,-0.56,0.175,-0.98,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,1962569,Imu,0.04758,0.060024,1.0604241,1.26,-1.715,-1.12,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2001520,Imu,-0.022936001,0.073444,1.0187,-1.68,35.595,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2031809,Imu,-0.019764,0.055144,0.99308,-1.645,38.535,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,2062338,Imu,0.022936001,0.052704003,1.0235801,3.185,-0.035,-0.805,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2093603,Gps,,,,,,,43.47766516666667,-80.545976,341.5,0.015,0,2026,3,8,21,30,7,0,,
58:8C:81:40:BE:24,Center,1,2124578,Imu,-0.027572,0.06344,0.975024,-1.68,37.31,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2155406,Imu,-0.017812,0.057096,1.049932,-1.68,38.955,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2186625,Imu,-0.002928,0.058316004,1.040416,-1.75,38.85,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2217488,Gps,,,,,,,43.47766516666667,-80.545976,341.5,0.046,0,2026,3,8,21,30,8,0,,
58:8C:81:40:BE:24,Center,1,2248205,Imu,-0.021716,0.059779998,1.041636,-1.68,38.675,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,2278410,Imu,0.028548,0.062708,1.020652,1.925,-0.84,-1.085,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,2309415,Imu,0.038552,0.044164002,1.049444,-0.805,-1.12,-1.085,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,2340532,Imu,0.031476,0.058072,1.005524,2.695,-0.98,-1.015,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,2371479,Imu,0.031232001,0.055388,1.0111359,3.29,-0.63,-0.98,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2402434,Imu,-0.019032,0.127368,0.952088,-1.715,37.975,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,2433628,Imu,0.014152001,0.0915,1.037244,3.71,-1.785,-0.63,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,2464407,Imu,0.028548,0.030256001,1.0777481,-3.885,0.42,-0.49,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2502549,Gps,,,,,,,43.47766516666667,-80.545976,341.5,0.007,0,2026,3,8,21,30,8,0,,
58:8C:81:40:BE:24,Center,1,2532850,Imu,-0.009516,0.058072,1.05896,-1.68,35.63,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,2563741,Imu,0.0305,0.047092,1.0557879,0.91,-3.675,-0.595,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2594569,Gps,,,,,,,43.47766516666667,-80.545976,341.5,0.035,0,2026,3,8,21,30,8,0,,
58:8C:81:40:BE:1C,Center,0,2625769,Imu,0.022691999,0.044896,1.003816,0.63,-1.89,-0.63,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2656750,Imu,-0.036844,0.05734,1.003816,-1.715,38.955,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,2687426,Imu,0.051972,0.042212002,1.030656,0.805,-4.62,-1.33,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2717686,Gps,,,,,,,43.47766516666667,-80.545976,341.5,0.037,0,2026,3,8,21,30,8,0,,
58:8C:81:40:BE:24,Center,1,2748484,Imu,-0.0046360004,0.065148,1.026752,-1.715,39.2,-3.64,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2779696,Imu,-0.023424,0.061976,0.983808,-1.68,36.75,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2810396,Imu,-0.0043920004,0.067099996,1.003572,-1.645,39.025,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,2840513,Imu,0.026352001,0.046848,1.046516,2.1,-0.665,-1.05,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2871616,Imu,-0.02318,0.06954,1.006988,-1.75,37.45,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,2902812,Gps,,,,,,,43.47766516666667,-80.545976,341.5,0.014,0,2026,3,8,21,30,8,0,,
58:8C:81:40:BE:24,Center,1,2933655,Imu,-0.029280001,0.065391995,1.005036,-1.575,38.78,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,2964521,Imu,0.033184003,0.044164002,1.04676,0.28,0.21,-1.05,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3001673,Gps,,,,,,,43.477665333333334,-80.545976,341.5,0.048,0,2026,3,8,21,30,8,0,,
58:8C:81:40:BE:1C,Center,0,3031858,Imu,0.047336,0.040748,1.048224,-1.96,-1.365,-1.12,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,3062629,Imu,0.044896,0.051728,1.0396839,-2.31,-2.94,-1.155,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,3093653,Imu,0.033672,0.042944,1.0265081,1.855,-1.26,-0.84,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,3124844,Imu,0.032208,0.04636,1.038952,0.42,-3.045,-1.085,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3155772,Imu,-0.0244,0.066124,1.005036,-1.715,40.25,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3186888,Imu,-0.0068320003,0.061732,1.067256,-1.645,35.875,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3217604,Imu,-0.028548,0.060268,0.97356,-1.645,38.29,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,3247781,Imu,0.049043998,0.046604,1.0457841,-2.03,-1.225,-0.91,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,3278890,Imu,0.047824003,0.0549,1.033584,-1.435,-3.01,-1.05,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3309752,Gps,,,,,,,43.477665333333334,-80.545976,341.5,0.013,0,2026,3,8,21,30,9,0,,
58:8C:81:40:BE:24,Center,1,3340865,Imu,-0.028304001,0.057827998,0.979904,-1.89,39.095,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,3371807,Imu,0.036112,0.05002,0.99942404,2.17,-0.63,-0.91,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3402750,Gps,,,,,,,43.477665333333334,-80.545976,341.5,0.013,0,2026,3,8,21,30,9,0,,
58:8C:81:40:BE:1C,Center,0,3433875,Imu,0.030988,0.049776003,1.010892,1.295,-0.805,-0.875,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3464639,Imu,-0.02806,0.059779998,1.037,-1.645,38.885,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3501861,Gps,,,,,,,43.477665333333334,-80.545976,341.5,0.035,0,2026,3,8,21,30,9,0,,
58:8C:81:40:BE:24,Center,1,3532262,Imu,-0.023424,0.057584,1.048224,-1.785,33.18,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3562869,Imu,-0.020008,0.058804,1.006256,-1.785,36.68,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3593712,Imu,-0.018544002,0.075396,0.99478805,-1.645,38.115,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3624886,Imu,-0.0068320003,0.063684,1.057008,-1.68,39.13,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3655776,Imu,-0.019032,0.073688,0.993568,-1.785,39.27,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3686834,Imu,-0.017812,0.057096,1.054568,-1.715,38.85,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3717855,Gps,,,,,,,43.477665333333334,-80.54597616666666,341.5,0.041,0,2026,3,8,21,30,9,0,,
58:8C:81:40:BE:24,Center,1,3748842,Imu,-0.028792,0.062952,1.020896,-1.75,37.345,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,3779942,Imu,0.045383997,0.04758,1.037488,-1.19,-3.01,-0.98,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3810828,Gps,,,,,,,43.477665333333334,-80.545976,341.5,0.03,0,2026,3,8,21,30,9,0,,
58:8C:81:40:BE:1C,Center,0,3842059,Imu,0.030256001,0.046604,1.049932,1.085,-2.835,-1.05,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3872765,Imu,-0.021716,0.075884,0.973316,-1.75,38.01,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,3904004,Imu,0.03172,0.041724,1.067988,-2.275,0.385,-0.91,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3934786,Imu,-0.017812,0.07564,0.98942,-1.75,38.64,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,3965868,Imu,-0.016836,0.070272006,1.00528,-1.68,35.0,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4002471,Imu,0.044164002,0.055388,1.031632,-1.33,-2.87,-1.05,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4032721,Imu,-0.027328001,0.06344,1.017236,-1.645,39.305,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4063936,Imu,-0.0043920004,0.066124,1.063596,-1.785,38.955,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4094645,Imu,-0.026352001,0.064660005,0.967948,-1.645,38.745,-3.43,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4125709,Imu,-0.008052,0.068564005,1.04066,-1.715,29.575,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4156672,Imu,0.026596,0.05734,1.000156,3.745,-0.455,-1.015,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4187791,Imu,0.038552,0.07808,1.018944,-1.015,-1.225,-1.33,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4219001,Imu,-0.011468001,0.064172,1.049688,-1.855,39.095,-3.64,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4249819,Imu,0.030988,0.0427,1.025776,-0.105,-1.33,-0.98,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4280602,Imu,0.02684,0.044164002,1.05164,-0.56,-0.525,-0.875,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4310739,Heartbeat,,,,,,,,,,,,,,,,,,,66,
58:8C:81:40:BE:1C,Center,0,4341716,Imu,0.043432,0.054412,1.049444,-1.435,-2.03,-1.085,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4372885,Imu,-0.034647997,0.060756,0.970388,-1.61,39.305,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4403785,Imu,0.022448,0.043676,1.0614,-1.365,-0.245,-1.015,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4434856,Imu,-0.023912001,0.070028,0.979416,-1.82,39.41,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4465580,Imu,-0.030744,0.061244,1.015528,-1.855,29.82,-3.43,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4495864,Imu,0.041236,0.047336,1.050176,-1.47,-1.26,-0.875,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4502549,Imu,-0.01708,0.07564,1.000156,-1.75,37.415,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4532688,Imu,-0.0043920004,0.069295995,1.0431,-1.47,37.135,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4563082,Imu,0.035868,0.044408,1.008696,1.505,-1.05,-0.98,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4594070,Gps,,,,,,,43.4776655,-80.54597616666666,341.5,0.032,0,2026,3,8,21,30,10,0,,
58:8C:81:40:BE:24,Center,1,4625081,Imu,-0.027328001,0.058804,0.985028,-1.785,39.025,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4656042,Imu,-0.017812,0.070272006,1.003328,-1.645,33.88,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4686328,Imu,0.038064,0.051728,1.037732,-0.49,-3.045,-1.155,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4717145,Imu,0.027572,0.045872003,1.051884,0.945,-0.665,-0.77,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4748119,Imu,0.048312,0.044896,1.037,-1.47,-1.505,-1.085,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4779088,Imu,0.020496,0.050996,1.03334,3.64,-0.77,-1.05,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4810203,Imu,-0.005124,0.069295995,1.049688,-1.75,39.06,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4841224,Imu,0.024888001,0.052704003,1.0111359,3.465,-0.42,-1.05,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4872201,Imu,-0.016836,0.054656003,1.047004,-1.68,37.52,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4903262,Imu,0.02562,0.04758,1.030656,3.01,-0.945,-0.91,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,4934238,Imu,0.030256001,0.044164002,1.037488,0.665,-0.63,-0.805,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,4965439,Imu,-0.018056,0.05612,1.0616441,-1.61,39.025,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,5002158,Imu,0.036112,0.04758,1.001376,2.415,-0.875,-0.91,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5032522,Imu,-0.005856,0.064416,1.067256,-1.715,38.395,-3.43,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,5063089,Imu,0.0305,0.04514,1.036512,1.05,-2.625,-1.085,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5094265,Gps,,,,,,,43.4776655,-80.54597616666666,341.5,0.032,0,2026,3,8,21,30,10,0,,
58:8C:81:40:BE:1C,Center,0,5125176,Imu,0.02318,0.046116002,1.030656,3.185,-1.015,-0.98,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5156095,Imu,-0.029036,0.060268,1.0282161,-1.645,39.795,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,5187240,Imu,0.050996,0.046848,1.048468,-2.38,-1.82,-0.98,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5217703,Gps,,,,,,,43.4776655,-80.54597616666666,341.5,0.014,0,2026,3,8,21,30,11,0,,
58:8C:81:40:BE:1C,Center,0,5247937,Imu,0.0305,0.04514,1.0440761,0.595,-1.015,-0.735,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,5279087,Imu,0.028792,0.044896,1.039928,1.505,-2.87,-1.015,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5310171,Imu,-0.021960001,0.052948,1.042368,-1.61,39.34,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5341100,Imu,-0.024644,0.070760004,0.967948,-1.575,37.38,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,5372009,Imu,0.027816,0.04514,1.024312,-0.21,-0.56,-0.77,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5403081,Imu,-0.026108,0.057584,0.99015206,-1.575,32.34,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5434292,Imu,-0.020008,0.075884,0.99405605,-1.785,38.185,-3.675,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5465024,Imu,-0.019032,0.056364004,1.057984,-1.89,39.025,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,5502311,Imu,0.023424,0.052704003,1.016748,3.57,-0.315,-1.085,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5532440,Imu,-0.013176001,0.060268,1.054324,-1.68,34.755,-3.395,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5563274,Imu,-0.0075640003,0.062708,1.0477359,-1.715,37.31,-3.465,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5594427,Gps,,,,,,,43.4776655,-80.54597633333333,341.5,0.028,0,2026,3,8,21,30,11,0,,
58:8C:81:40:BE:24,Center,1,5625420,Imu,-0.0075640003,0.067344,1.038952,-1.785,37.66,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5656579,Imu,-0.024888001,0.075396,0.974292,-1.75,39.34,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,5687370,Imu,0.027572,0.041236,1.068964,-1.225,0.07,-0.91,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5718588,Imu,-0.016347999,0.07686,0.992348,-1.82,38.78,-3.57,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,5749394,Imu,0.044164002,0.042944,1.063596,-1.54,-0.805,-0.875,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5780574,Imu,-0.014396,0.061976,1.016748,-1.82,34.965,-3.675,,,,,,,,,,,,,,
58:8C:81:40:BE:1C,Center,0,5811400,Imu,0.026596,0.039284002,1.066768,-1.26,0.14,-0.875,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5842380,Imu,-0.024156,0.056852,0.997472,-1.715,39.2,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5873617,Imu,-0.019032,0.07442,0.988688,-1.645,38.43,-3.535,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5904530,Imu,-0.0041480004,0.066612,1.046516,-1.61,39.025,-3.605,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5935451,Imu,-0.016347999,0.071003996,1.0057681,-1.61,33.355,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,5966316,Imu,-0.029280001,0.061488,1.027484,-1.68,38.045,-3.5,,,,,,,,,,,,,,
58:8C:81:40:BE:24,Center,1,6004150,Gps,,,,,,,43.47766566666667,-80.54597633333333,341.5,0.002,0,2026,3,8,21,30,11,0,,
